text,label
솔직히 아까 두렵다 도망가고 싶다... ,0
왠지 지금 굉장히 뇌가 쉬는 느낌 괜찮다 ㅠㅠ,4
방금 오늘 비참해 어떡하니 ㅠㅠ ,3
왠지 이번 주 깜짝이야 실화야... ,1
하필 지금 요즘 너무 여유롭다 그냥 이렇게 있고 싶어. ,4
오늘 난 방금 즐겁다!! ,5
갑자기 퇴근길에 꽤 덜덜 떨려 도망가고 싶다. ,0
왠지 방금 완전 공포스러워 미치겠네?! ,0
왠지 아까 진짜 불안해 숨고 싶어?! ,0
나 지금 엄청나게 울컥한다. ,3
진짜 오늘 약간 믿기지 않아!! ,1
나 오늘 엄청 뿌듯하다 행운이다! ,5
왠지 점심 먹고 진짜 비위 상해. ,6
나 요즘 살짝 열받아 그만해 ㅎㅎ,2
지금 난 요즘 너무 불쾌해 극혐 ㅠㅠ ,6
갑자기 아까 엄청나게 으스스해 숨고 싶어! ,0
오늘 난 요즘 붕괴 직전 말이 안 돼? ,2
갑자기 아까 엄청 구역질 나 극혐? ,6
왠지 출근하면서 엄청 진짜 역해 다시는 보기 싫어 ㅠㅠ ,6
정말 진짜 화난다 그만해 ㅎㅎ ,2
정말 너무 분노가 치밀어 진짜로!,2
방금 밤늦게 꽤 뜻밖이네 진짜야!! ,1
정말 요즘 살짝 붕괴 직전 그만해 ㅠㅠ ,2
왠지 아까 너무 질린다 ㅠㅠ,6
방금 엄청 눈물 난다? ,3
진짜 이번 주 너무 비참해 어떡하니?! ,3
왠지 요즘 꽤 어이없네 무슨 일이야? ,1
오늘 난 점심 먹고 말도 안 되게 섬뜩해 정말 싫다!,0
나 아까 분노가 치밀어 말이 안 돼? ,2
왠지 밤늦게 꽤 버티기 힘들다 정말?! ,3
지금 난 퇴근길에 너무 어이없다? ,2
나 이번 주 이럴 수가 무슨 일이야 ㅠㅠ ,1
방금 요즘 살짝 빡친다 왜 저래?! ,2
왠지 퇴근길에 진짜 이럴 수가 ㅎㅎ ,1
진짜 밤늦게 너무 화 나 진짜로!!,2
방금 지금 엄청 충격적이야 내가 방금 본 게 맞아? ,1
갑자기 굉장히 비참해 어떡하니!! ,3
나 아까 엄청 확 돌아버리겠네 어휴!! ,2
진짜 지금 굉장히 심장이 벌렁거려? ,0
솔직히 너무 슬퍼 말문이 막혀... ,3
갑자기 출근하면서 완전 침울하다 혼자 있고 싶어 ㅠㅠ ,3
갑자기 아까 완전 끝까지 실망이야 그만해!! ,2
오늘 난 출근하면서 엄청나게 마음이 들뜬다 행운이다. ,5
방금 요즘 엄청 속 터져 어휴.,2
방금 아까 완전 비참해 어떡하니!! ,3
갑자기 지금 엄청 침울하다 혼자 있고 싶어? ,3
갑자기 밤늦게 말도 안 되게 공포스러워 어떡하지 ㅠㅠ,0
나 밤늦게 꽤 숨이 고른다 나쁘지 않다 ㅠㅠ ,4
왠지 밤늦게 너무 깜짝이야 내가 방금 본 게 맞아.,1
진짜 어이없네 실화야. ,1
나 오늘 살짝 눈물 난다 견디기 어렵다. ,3
왠지 퇴근길에 완전 낙담했어 견디기 어렵다?,3
지금 난 완전 빡친다 그만해!! ,2
오늘 난 아까 너무 으스스해 미치겠네?! ,0
갑자기 요즘 완전 악몽 꿨어 미치겠네 ㅠㅠ ,0
진짜 아까 엄청 인생 최고야 완벽한 하루?! ,5
지금 난 오늘 살짝 느긋해 괜찮다 ㅎㅎ ,4
지금 난 이번 주 약간 마음이 들뜬다 오늘 최고. ,5
갑자기 요즘 너무 마음이 잔잔해 나쁘지 않다. ,4
하필 지금 지금 살짝 놀랐어 무슨 일이야 ㅎㅎ ,1
왠지 밤늦게 너무 하루가 빛나 행운이다... ,5
방금 이번 주 엄청 짜증나 어휴. ,2
지금 난 밤늦게 너무 깜짝이야?! ,1
정말 점심 먹고 살짝 악몽 꿨어 어떡하지 ㅎㅎ,0
정말 살짝 역겹다 제발 치워줘 ㅠㅠ ,6
갑자기 이번 주 엄청 깊은 밤이 너무 무섭다 어떡하지? ,0
오늘 난 출근하면서 살짝 숨이 고른다 좋다 ㅠㅠ ,4
방금 오늘 꽤 괜히 겁난다!!,0
방금 아까 약간 겁나 어떡하지? ,0
솔직히 아까 진짜 대박 실화야!! ,1
나 아까 엄청 울컥한다 혼자 있고 싶어!,3
지금 난 방금 굉장히 참을 수 없어 진짜로. ,2
지금 난 출근하면서 완전 심장이 벌렁거려 도망가고 싶다!!,0
진짜 지금 너무 더러워 다시는 보기 싫어!! ,6
오늘 난 점심 먹고 깊은 밤이 너무 무섭다 어떡하지!! ,0
솔직히 지금 약간 평온하다 괜찮다 ㅠㅠ ,4
진짜 요즘 약간 헐? ,1
나 지금 말도 안 되게 구역질 나 다시는 보기 싫어. ,6
지금 난 퇴근길에 굉장히 낙담했어 ㅎㅎ ,3
오늘 난 아까 말도 안 되게 어이없네...,1
오늘 난 아까 꽤 설렌다!! ,5
정말 오늘 너무 이게 말이 돼 무슨 일이야?! ,1
진짜 꽤 깜짝이야 실화야 ㅎㅎ,1
왠지 요즘 약간 하루가 빛나 완벽한 하루 ㅠㅠ ,5
오늘 난 이번 주 진절머리나 제발 치워줘! ,6
방금 아까 진짜 허탈하다 혼자 있고 싶어... ,3
진짜 요즘 엄청나게 허탈하다 혼자 있고 싶어... ,3
하필 지금 방금 진짜 꼴 보기 싫다 제발 치워줘...,6
정말 출근하면서 약간 이럴 수가! ,1
방금 출근하면서 말도 안 되게 느긋해 그냥 이렇게 있고 싶어 ㅠㅠ ,4
하필 지금 밤늦게 말도 안 되게 속 터져 왜 저래! ,2
솔직히 이번 주 완전 겁나 미치겠네... ,0
지금 난 굉장히 평온하다 그냥 이렇게 있고 싶어!,4
오늘 난 약간 뿌듯하다? ,5
지금 난 이번 주 평온하다 그냥 이렇게 있고 싶어!! ,4
방금 밤늦게 말도 안 되게 비위 상해 다시는 보기 싫어. ,6
방금 방금 꽤 편안하다? ,4
왠지 밤늦게 꽤 세상에 내가 방금 본 게 맞아?! ,1
오늘 난 점심 먹고 말도 안 되게 진절머리나 다시는 보기 싫어!!,6
갑자기 꼴 보기 싫다 다시는 보기 싫어? ,6
방금 아까 붕괴 직전 환장하겠네 ㅠㅠ,2
갑자기 요즘 엄청나게 겁나 어떡하지. ,0
오늘 난 방금 엄청나게 믿기지 않아 무슨 일이야! ,1
정말 이번 주 엄청나게 믿기지 않아 내가 방금 본 게 맞아... ,1
방금 방금 약간 소름 돋아 도망가고 싶다 ㅎㅎ,0
솔직히 아까 약간 구역질 나 다시는 보기 싫어. ,6
갑자기 점심 먹고 너무 역겹다 극혐?! ,6
지금 난 방금 진짜 섬뜩해 어떡하지... ,0
지금 난 점심 먹고 엄청나게 침울하다... ,3
오늘 난 방금 너무 느긋해 나쁘지 않다! ,4
정말 지금 너무 릴랙스됐다 좋다? ,4
나 아까 약간 침울하다 정말... ,3
나 너무 세상에 내가 방금 본 게 맞아 ㅠㅠ ,1
정말 출근하면서 진짜 뇌가 쉬는 느낌 그냥 이렇게 있고 싶어!! ,4
왠지 방금 진짜 완전 좋다 행운이다?! ,5
진짜 너무 행복해 좋은 일만 가득 ㅎㅎ ,5
방금 아까 굉장히 세상에 진짜야! ,1
오늘 난 점심 먹고 살짝 차분해 나쁘지 않다! ,4
지금 난 너무 혐오스러워 다시는 보기 싫어!! ,6
오늘 난 오늘 살짝 진짜 화난다 환장하겠네!! ,2
진짜 점심 먹고 꽤 믿기지 않아 실화야 ㅎㅎ,1
정말 이번 주 꽤 놀랐어. ,1
정말 밤늦게 엄청 확 돌아버리겠네 그만해... ,2
갑자기 퇴근길에 엄청 겁나 도망가고 싶다?,0
나 오늘 완전 이럴 수가 내가 방금 본 게 맞아... ,1
왠지 요즘 꽤 숨이 고른다 그냥 이렇게 있고 싶어? ,4
솔직히 엄청 숨이 고른다 괜찮다?! ,4
정말 방금 말도 안 되게 징그러워 진짜!! ,6
갑자기 요즘 말도 안 되게 안정된다 좋다. ,4
왠지 방금 굉장히 차분해 나쁘지 않다 ㅎㅎ ,4
지금 난 출근하면서 완전 깊은 밤이 너무 무섭다 어떡하지 ㅠㅠ ,0
오늘 난 퇴근길에 진짜 가슴이 먹먹해 어떡하니? ,3
방금 출근하면서 굉장히 뇌가 쉬는 느낌 그냥 이렇게 있고 싶어 ㅠㅠ,4
갑자기 아까 진짜 이게 말이 돼 무슨 일이야!! ,1
진짜 밤늦게 엄청 화 나 어휴!! ,2
지금 난 출근하면서 기분 좋아 좋은 일만 가득!,5
방금 지금 살짝 진짜 화난다 말이 안 돼 ㅎㅎ ,2
나 점심 먹고 엄청 짜릿해 좋은 일만 가득. ,5
오늘 난 요즘 굉장히 꼴 보기 싫다 제발 치워줘!! ,6
왠지 말도 안 되게 마음이 아프다 어떡하니 ㅠㅠ ,3
하필 지금 퇴근길에 약간 섬뜩해 미치겠네! ,0
하필 지금 엄청나게 분노가 치밀어! ,2
나 오늘 완전 확 돌아버리겠네 진짜로!! ,2
오늘 난 이번 주 릴랙스됐다 괜찮다! ,4
하필 지금 퇴근길에 진짜 속 터져 환장하겠네 ㅎㅎ ,2
왠지 방금 약간 이게 말이 돼 무슨 일이야. ,1
정말 밤늦게 공포스러워 숨고 싶어. ,0
왠지 이번 주 엄청나게 괜히 겁난다 미치겠네! ,0
정말 밤늦게 굉장히 이게 말이 돼. ,1
정말 이번 주 완전 질린다 진짜? ,6
정말 이번 주 굉장히 소름 돋는 역겨움 다시는 보기 싫어! ,6
방금 완전 흥이 난다 ㅎㅎ ,5
갑자기 지금 엄청나게 꼴 보기 싫다 극혐? ,6
방금 이번 주 버티기 힘들다 정말?! ,3
하필 지금 방금 완전 분노가 치밀어 진짜로 ㅠㅠ ,2
오늘 난 지금 엄청 흥이 난다! ,5
갑자기 오늘 엄청 속 터져 그만해 ㅎㅎ ,2
지금 난 이번 주 행복해?! ,5
오늘 난 요즘 완전 이게 말이 돼 진짜야 ㅎㅎ ,1
오늘 난 밤늦게 완전 숨이 고른다 좋다. ,4
방금 요즘 굉장히 가슴이 먹먹해?!,3
오늘 난 지금 약간 뜻밖이네 실화야 ㅎㅎ ,1
정말 오늘 엄청나게 고요하다 나쁘지 않다?! ,4
오늘 난 지금 진짜 꼴 보기 싫다 극혐... ,6
방금 방금 완전 어메이징하다 실화야 ㅠㅠ,1
방금 밤늦게 엄청나게 붕괴 직전... ,2
갑자기 퇴근길에 엄청 숨이 고른다 나쁘지 않다!!,4
갑자기 아까 약간 어이없다 말이 안 돼... ,2
진짜 완전 성질 난다 말이 안 돼! ,2
갑자기 완전 이럴 수가!! ,1
솔직히 퇴근길에 약간 화 나.,2
지금 난 오늘 굉장히 마음이 들뜬다 행운이다!! ,5
오늘 난 오늘 완전 믿기지 않아 무슨 일이야... ,1
지금 난 밤늦게 말도 안 되게 마음이 편안해 좋다?! ,4
오늘 난 출근하면서 말도 안 되게 깊은 밤이 너무 무섭다 숨고 싶어. ,0
하필 지금 퇴근길에 꽤 머리가 맑아 그냥 이렇게 있고 싶어... ,4
하필 지금 이번 주 너무 허전해 견디기 어렵다 ㅎㅎ,3
오늘 난 점심 먹고 살짝 충격적이야? ,1
정말 이번 주 엄청 덜덜 떨려 정말 싫다! ,0
왠지 방금 엄청나게 어메이징하다. ,1
방금 이번 주 꽤 성질 난다!! ,2
정말 오늘 굉장히 느긋해 ㅠㅠ ,4
갑자기 오늘 너무 미치겠다 말이 안 돼 ㅎㅎ ,2
나 지금 엄청 낙담했어 말문이 막혀... ,3
솔직히 요즘 엄청 비위 상해 극혐!! ,6
정말 아까 대박 실화야! ,1
왠지 이번 주 말도 안 되게 설렌다 좋은 일만 가득!,5
방금 밤늦게 말도 안 되게 침울하다...,3
지금 난 방금 꽤 잔잔해 나쁘지 않다? ,4
갑자기 방금 말도 안 되게 여유롭다 괜찮다. ,4
방금 이번 주 말도 안 되게 겁나 정말 싫다. ,0
지금 난 방금 진짜 진절머리나 진짜?! ,6
왠지 꽤 깊은 밤이 너무 무섭다 죽겠어 ㅠㅠ ,0
방금 점심 먹고 꽤 공포스러워 미치겠네?! ,0
오늘 난 오늘 엄청 날아갈 것 같아 완벽한 하루 ㅠㅠ ,5
방금 요즘 약간 소름 돋아 정말 싫다! ,0
솔직히 퇴근길에 살짝 진짜 화난다 왜 저래... ,2
정말 방금 굉장히 평온하다 나쁘지 않다! ,4
오늘 난 완전 확 돌아버리겠네 말이 안 돼 ㅎㅎ,2
나 아까 꽤 비위 상해 극혐 ㅠㅠ ,6
방금 출근하면서 엄청 겁나 어떡하지!! ,0
진짜 점심 먹고 굉장히 믿기지 않아 진짜야... ,1
방금 방금 굉장히 차분해 나쁘지 않다. ,4
하필 지금 오늘 꽤 믿기지 않아 무슨 일이야. ,1
오늘 난 퇴근길에 말도 안 되게 헐 실화야!,1
솔직히 퇴근길에 너무 덜덜 떨려 ㅎㅎ ,0
지금 난 지금 살짝 웃음이 난다 오늘 최고 ㅎㅎ ,5
정말 출근하면서 진짜 이게 말이 돼 내가 방금 본 게 맞아 ㅎㅎ,1
솔직히 아까 진짜 어메이징하다 실화야! ,1
갑자기 아까 말도 안 되게 안정된다 괜찮다 ㅎㅎ,4
오늘 난 지금 약간 눈물 난다 말문이 막혀 ㅠㅠ ,3
오늘 난 이번 주 약간 마음이 잔잔해 나쁘지 않다 ㅎㅎ ,4
진짜 점심 먹고 약간 이럴 수가 무슨 일이야? ,1
하필 지금 퇴근길에 너무 하루가 빛나 좋은 일만 가득? ,5
하필 지금 방금 살짝 분노가 치밀어?!,2
진짜 아까 말도 안 되게 여유롭다 그냥 이렇게 있고 싶어... ,4
지금 난 살짝 믿기지 않아 진짜야!! ,1
방금 아까 말도 안 되게 열받아 환장하겠네?! ,2
갑자기 방금 말도 안 되게 확 돌아버리겠네 말이 안 돼?! ,2
오늘 난 요즘 굉장히 진절머리나 극혐?! ,6
왠지 하루가 빛나 완벽한 하루? ,5
정말 아까 완전 열받아 어휴?! ,2
솔직히 출근하면서 살짝 비참해 말문이 막혀?! ,3
왠지 퇴근길에 너무 뜻밖이네! ,1
하필 지금 요즘 굉장히 마음이 아프다 어떡하니?! ,3
솔직히 방금 엄청 와 진짜 놀람 진짜야!,1
오늘 난 출근하면서 굉장히 날아갈 것 같아 행운이다! ,5
방금 지금 굉장히 흥이 난다 좋은 일만 가득?! ,5
정말 퇴근길에 살짝 괜히 겁난다 ㅎㅎ ,0
솔직히 지금 말도 안 되게 깜짝이야 내가 방금 본 게 맞아 ㅠㅠ ,1
나 지금 굉장히 마음이 편안해 나쁘지 않다? ,4
정말 밤늦게 즐겁다 좋은 일만 가득... ,5
진짜 방금 세상에 진짜야 ㅎㅎ ,1
하필 지금 지금 너무 안정된다 나쁘지 않다? ,4
왠지 점심 먹고 살짝 섬뜩해!!,0
왠지 오늘 허탈하다 말문이 막혀?! ,3
갑자기 엄청 마음이 들뜬다 완벽한 하루! ,5
지금 난 요즘 꽤 열받아 ㅠㅠ,2
갑자기 요즘 살짝 속상해 혼자 있고 싶어. ,3
왠지 점심 먹고 엄청 악몽 꿨어 죽겠어 ㅠㅠ ,0
오늘 난 살짝 불안해 숨고 싶어... ,0
나 살짝 한기가 돈다 도망가고 싶다?! ,0
오늘 난 출근하면서 꽤 짜릿해 좋은 일만 가득...,5
정말 밤늦게 엄청나게 심장이 벌렁거려 숨고 싶어...,0
진짜 출근하면서 진짜 완전 좋다 오늘 최고...,5
방금 출근하면서 살짝 마음이 아프다 견디기 어렵다?,3
정말 점심 먹고 완전 비참해 혼자 있고 싶어?! ,3
나 약간 세상에 진짜야 ㅎㅎ,1
진짜 이번 주 진짜 으스스해 숨고 싶어!,0
왠지 점심 먹고 약간 역겹다 진짜 ㅎㅎ ,6
나 이번 주 굉장히 질린다. ,6
갑자기 아까 엄청나게 뜻밖이네 ㅠㅠ ,1
솔직히 방금 심장이 벌렁거려 미치겠네! ,0
갑자기 점심 먹고 엄청나게 징그러워 다시는 보기 싫어!! ,6
갑자기 퇴근길에 진짜 여유롭다 그냥 이렇게 있고 싶어. ,4
방금 아까 진짜 악몽 꿨어 숨고 싶어 ㅎㅎ ,0
방금 퇴근길에 너무 슬퍼 견디기 어렵다 ㅠㅠ ,3
지금 난 방금 약간 대박 진짜야 ㅠㅠ ,1
지금 난 방금 엄청나게 구역질 나 진짜!,6
솔직히 지금 완전 참을 수 없어 왜 저래?! ,2
진짜 퇴근길에 엄청 괜히 겁난다 정말 싫다... ,0
솔직히 이번 주 이게 말이 돼 무슨 일이야!,1
정말 이번 주 말도 안 되게 이게 말이 돼 실화야! ,1
하필 지금 아까 굉장히 헐 무슨 일이야! ,1
하필 지금 굉장히 무서워 ㅎㅎ ,0
방금 밤늦게 살짝 무서워 어떡하지... ,0
솔직히 오늘 말도 안 되게 헐?!,1
왠지 이번 주 화 나. ,2
솔직히 요즘 살짝 화 나! ,2
갑자기 요즘 엄청나게 버티기 힘들다 어떡하니!! ,3
하필 지금 밤늦게 약간 소름 돋는 역겨움 진짜?!,6
하필 지금 점심 먹고 엄청 끝까지 실망이야? ,2
솔직히 지금 완전 진절머리나 제발 치워줘 ㅎㅎ,6
지금 난 지금 살짝 여유롭다 좋다. ,4
방금 출근하면서 진짜 침울하다 혼자 있고 싶어? ,3
지금 난 엄청나게 악몽 꿨어 어떡하지!! ,0
갑자기 이번 주 너무 세상에? ,1
오늘 난 오늘 약간 이럴 수가 실화야 ㅎㅎ,1
나 이번 주 굉장히 뇌가 쉬는 느낌?! ,4
나 출근하면서 엄청 낙담했어 혼자 있고 싶어. ,3
오늘 난 이번 주 질린다 진짜?! ,6
진짜 이번 주 흥이 난다!! ,5
하필 지금 점심 먹고 엄청나게 깜짝이야 실화야? ,1
하필 지금 아까 말도 안 되게 마음이 아프다 어떡하니... ,3
진짜 출근하면서 마음이 아프다 어떡하니 ㅎㅎ ,3
정말 방금 완전 성질 난다 환장하겠네?,2
왠지 이번 주 엄청나게 놀랐어 ㅎㅎ,1
방금 요즘 살짝 어메이징하다 ㅠㅠ ,1
나 방금 날아갈 것 같아 좋은 일만 가득...,5
지금 난 점심 먹고 엄청나게 기분 좋아 행운이다!! ,5
갑자기 점심 먹고 살짝 즐겁다! ,5
진짜 지금 약간 이럴 수가 내가 방금 본 게 맞아! ,1
진짜 이번 주 꽤 놀랐어 실화야! ,1
지금 난 출근하면서 꽤 심장이 벌렁거려 숨고 싶어.,0
방금 요즘 너무 악몽 꿨어 미치겠네! ,0
갑자기 아까 엄청 설렌다 좋은 일만 가득 ㅠㅠ ,5
진짜 살짝 버티기 힘들다 정말? ,3
하필 지금 오늘 진짜 화난다? ,2
오늘 난 방금 살짝 섬뜩해 ㅠㅠ ,0
왠지 출근하면서 말도 안 되게 마음이 아프다 어떡하니? ,3
정말 너무 기분 좋아 ㅠㅠ ,5
왠지 굉장히 역겹다 진짜... ,6
나 점심 먹고 엄청 두렵다 정말 싫다?! ,0
방금 요즘 약간 머리가 맑아 그냥 이렇게 있고 싶어? ,4
왠지 약간 낙담했어 정말!! ,3
갑자기 요즘 완전 악몽 꿨어 도망가고 싶다... ,0
솔직히 진짜 진짜 화난다 진짜로!! ,2
나 방금 약간 붕괴 직전 그만해!! ,2
갑자기 출근하면서 꽤 웃음이 난다 행운이다... ,5
진짜 오늘 너무 행복해 좋은 일만 가득 ㅠㅠ ,5
정말 굉장히 버티기 힘들다 어떡하니... ,3
하필 지금 퇴근길에 진짜 눈물 난다 말문이 막혀 ㅎㅎ ,3
솔직히 퇴근길에 약간 혐오스러워 진짜?! ,6
갑자기 점심 먹고 너무 진절머리나 ㅠㅠ ,6
진짜 지금 완전 심장이 벌렁거려 도망가고 싶다! ,0
하필 지금 퇴근길에 말도 안 되게 어이없다 그만해! ,2
방금 아까 굉장히 확 돌아버리겠네 말이 안 돼. ,2
정말 지금 완전 화 나 진짜로. ,2
솔직히 오늘 살짝 허탈하다 말문이 막혀.,3
오늘 난 밤늦게 말도 안 되게 빡친다 어휴?! ,2
나 점심 먹고 너무 소름 돋아 정말 싫다 ㅎㅎ ,0
갑자기 아까 너무 릴랙스됐다! ,4
솔직히 지금 진짜 겁나 미치겠네 ㅠㅠ ,0
하필 지금 밤늦게 잔잔해 괜찮다... ,4
나 방금 완전 허전해 어떡하니!! ,3
지금 난 너무 놀랐어 진짜야!! ,1
갑자기 출근하면서 행복해 ㅠㅠ ,5
나 점심 먹고 엄청나게 놀랐어! ,1
갑자기 밤늦게 엄청나게 혐오스러워 제발 치워줘 ㅎㅎ ,6
하필 지금 출근하면서 꽤 분노가 치밀어 그만해? ,2
정말 아까 너무 구리다 진짜... ,6
왠지 방금 굉장히 평온하다 나쁘지 않다 ㅠㅠ ,4
왠지 요즘 너무 이게 말이 돼 진짜야?,1
하필 지금 점심 먹고 꽤 뿌듯하다 행운이다?! ,5
하필 지금 밤늦게 꽤 릴랙스됐다 괜찮다!! ,4
왠지 엄청 헐 무슨 일이야? ,1
지금 난 아까 엄청 어이없네 진짜야... ,1
오늘 난 오늘 엄청나게 슬퍼 혼자 있고 싶어... ,3
갑자기 아까 완전 마음이 들뜬다 오늘 최고? ,5
방금 오늘 말도 안 되게 와 진짜 놀람 진짜야... ,1
방금 이번 주 꽤 기분 좋아 완벽한 하루?! ,5
하필 지금 요즘 약간 숨이 고른다 나쁘지 않다... ,4
갑자기 굉장히 기분 좋아...,5
하필 지금 지금 완전 무서워 어떡하지? ,0
하필 지금 밤늦게 완전 뜻밖이네 실화야. ,1
갑자기 출근하면서 엄청나게 공포스러워 도망가고 싶다... ,0
솔직히 오늘 엄청나게 어이없다 어휴 ㅎㅎ,2
오늘 난 지금 살짝 우울해 혼자 있고 싶어. ,3
지금 난 아까 약간 편안하다...,4
나 밤늦게 와 진짜 놀람 진짜야. ,1
방금 점심 먹고 엄청나게 숨이 고른다 나쁘지 않다!! ,4
솔직히 출근하면서 엄청 성질 난다 어휴?!,2
오늘 난 이번 주 완전 편안하다 좋다? ,4
지금 난 퇴근길에 엄청 혐오스러워 ㅎㅎ ,6
왠지 요즘 참을 수 없어 말이 안 돼? ,2
지금 난 방금 진짜 깊은 밤이 너무 무섭다 도망가고 싶다... ,0
갑자기 지금 너무 와 진짜 놀람... ,1
나 퇴근길에 말도 안 되게 깜짝이야 내가 방금 본 게 맞아... ,1
진짜 퇴근길에 꽤 구역질 나 ㅠㅠ ,6
지금 난 점심 먹고 너무 완전 좋다?!,5
정말 오늘 살짝 하루가 빛나 오늘 최고 ㅠㅠ ,5
오늘 난 요즘 굉장히 마음이 아프다? ,3
솔직히 아까 꽤 침울하다 혼자 있고 싶어? ,3
솔직히 요즘 살짝 설렌다 완벽한 하루... ,5
왠지 점심 먹고 진짜 여유롭다 그냥 이렇게 있고 싶어...,4
나 방금 살짝 질린다 다시는 보기 싫어? ,6
갑자기 방금 진짜 마음이 들뜬다 완벽한 하루? ,5
지금 난 방금 진짜 열받아 왜 저래 ㅠㅠ ,2
하필 지금 출근하면서 엄청나게 이럴 수가 실화야. ,1
방금 퇴근길에 너무 믿기지 않아 실화야 ㅎㅎ ,1
방금 진짜 와 진짜 놀람 무슨 일이야... ,1
나 밤늦게 굉장히 어이없다 그만해?! ,2
정말 요즘 굉장히 뇌가 쉬는 느낌 괜찮다! ,4
나 출근하면서 약간 날아갈 것 같아 좋은 일만 가득 ㅠㅠ ,5
지금 난 지금 엄청나게 끝까지 실망이야 왜 저래 ㅠㅠ,2
나 출근하면서 엄청 어이없다 진짜로?! ,2
왠지 오늘 진짜 한기가 돈다 어떡하지?!,0
정말 밤늦게 꽤 빡친다 진짜로 ㅠㅠ ,2
오늘 난 지금 굉장히 분노가 치밀어?! ,2
진짜 퇴근길에 느긋해 그냥 이렇게 있고 싶어? ,4
갑자기 퇴근길에 즐겁다? ,5
갑자기 밤늦게 평온하다 괜찮다 ㅎㅎ ,4
솔직히 점심 먹고 꽤 평온하다 나쁘지 않다... ,4
정말 요즘 굉장히 슬퍼 정말? ,3
갑자기 지금 진짜 와 진짜 놀람 실화야? ,1
진짜 요즘 굉장히 토할 것 같아 진짜!! ,6
정말 방금 어이없네 내가 방금 본 게 맞아 ㅠㅠ ,1
하필 지금 아까 꽤 심장이 벌렁거려 정말 싫다? ,0
왠지 오늘 엄청 낙담했어 견디기 어렵다 ㅎㅎ ,3
왠지 퇴근길에 꽤 진짜 역해 극혐 ㅎㅎ ,6
정말 방금 진짜 고요하다 괜찮다. ,4
갑자기 방금 너무 마음이 아프다 혼자 있고 싶어?!,3
방금 이번 주 너무 토할 것 같아! ,6
하필 지금 너무 믿기지 않아 실화야 ㅎㅎ ,1
지금 난 아까 살짝 믿기지 않아 내가 방금 본 게 맞아?! ,1
솔직히 방금 굉장히 포기하고 싶어 혼자 있고 싶어. ,3
정말 점심 먹고 진짜 포기하고 싶어... ,3
오늘 난 점심 먹고 엄청 허전해 말문이 막혀 ㅎㅎ,3
왠지 출근하면서 엄청나게 한기가 돈다 죽겠어!!,0
하필 지금 약간 한기가 돈다 죽겠어. ,0
오늘 난 꽤 신난다 오늘 최고?! ,5
지금 난 밤늦게 진짜 구리다! ,6
지금 난 이번 주 살짝 깊은 밤이 너무 무섭다 죽겠어! ,0
지금 난 점심 먹고 완전 신난다 완벽한 하루... ,5
솔직히 이번 주 엄청나게 평온하다 그냥 이렇게 있고 싶어!! ,4
나 점심 먹고 꽤 어메이징하다!! ,1
솔직히 방금 살짝 헐... ,1
지금 난 퇴근길에 너무 속 터져 진짜로! ,2
하필 지금 밤늦게 말도 안 되게 토할 것 같아 다시는 보기 싫어... ,6
정말 굉장히 으스스해 어떡하지!! ,0
지금 난 요즘 꽤 붕괴 직전 왜 저래?! ,2
왠지 아까 살짝 마음이 편안해. ,4
정말 약간 미치겠다 어휴?! ,2
지금 난 출근하면서 살짝 기분 좋아 ㅎㅎ ,5
지금 난 퇴근길에 굉장히 화 나 그만해?! ,2
나 출근하면서 엄청나게 완전 좋다 좋은 일만 가득?!,5
나 오늘 눈물 난다 혼자 있고 싶어?!,3
하필 지금 방금 엄청나게 꼴 보기 싫다 제발 치워줘!! ,6
방금 아까 흥이 난다 오늘 최고...,5
갑자기 지금 말도 안 되게 뿌듯하다 오늘 최고? ,5
진짜 점심 먹고 약간 한기가 돈다 숨고 싶어 ㅠㅠ ,0
갑자기 살짝 징그러워 ㅎㅎ ,6
나 퇴근길에 약간 깊은 밤이 너무 무섭다 죽겠어 ㅠㅠ ,0
하필 지금 지금 너무 구역질 나 극혐? ,6
정말 엄청나게 낙담했어 정말 ㅎㅎ ,3
갑자기 이번 주 진짜 즐겁다 좋은 일만 가득 ㅎㅎ ,5
정말 방금 완전 편안하다 나쁘지 않다!! ,4
갑자기 밤늦게 엄청 믿기지 않아 실화야. ,1
솔직히 지금 완전 기분 좋아 오늘 최고? ,5
정말 오늘 진짜 불안해 숨고 싶어... ,0
갑자기 이번 주 엄청나게 잔잔해 ㅎㅎ ,4
하필 지금 이번 주 엄청나게 토할 것 같아 제발 치워줘?! ,6
정말 살짝 으스스해 미치겠네?! ,0
하필 지금 방금 꽤 웃음이 난다?!,5
나 점심 먹고 엄청 마음이 들뜬다 완벽한 하루? ,5
방금 점심 먹고 약간 비위 상해 진짜? ,6
정말 밤늦게 완전 와 진짜 놀람!! ,1
진짜 너무 미치겠다 말이 안 돼. ,2
방금 아까 약간 헐 ㅠㅠ ,1
갑자기 점심 먹고 살짝 포기하고 싶어 혼자 있고 싶어. ,3
왠지 이번 주 완전 기분 좋아 행운이다 ㅠㅠ ,5
갑자기 퇴근길에 살짝 덜덜 떨려 미치겠네. ,0
오늘 난 밤늦게 꽤 한기가 돈다 어떡하지 ㅠㅠ ,0
갑자기 지금 엄청나게 안정된다?!,4
지금 난 방금 진짜 신난다 좋은 일만 가득!! ,5
